"","id","Year","Gender (MW)","Race/Ethnicity","State Groups","Admit Date","Admit Date (group)","Acad Rating","Origin Group","Orientation","High School Type","Campus Visit","Open House Status","Fin Aid App","FAFSA Date","Enrolled","Career Objective","Diversity","Honors","PresidentialMerit"
"10412",669032,2019,"Women","White","Out-of-State","10/10/2018","Before January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10413",669080,2019,"Men","White","In-State","12/12/2018","Before January",3,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"10414",669091,2017,"Men","Black/Af. Amer.","Out-of-State","3/14/2017","March",3,"Application","None","Public","Other Visit","None","by Apr 30","11/22/2016",0,"Health Professions and Related Clinical Sciences",1,0,0
"10415",669115,2020,"Women","White","Out-of-State","11/4/2019","Before January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10416",669198,2018,"Men","White","Out-of-State","9/14/2017","Before January",2,"Web Create Account","2nd","Public","Orientation","Fall","by Apr 30","10/10/2017",1,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"10417",669316,2018,"Men","Black/Af. Amer.","In-State","1/23/2018","January",3,"Application","None","Public","Did not Visit","None","by Apr 30","1/29/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"10418",669327,2018,"Women","White","In-State","12/7/2017","Before January",3,"Application","1st","Public","Orientation","Fall","by Apr 30","11/9/2017",1,"Health Professions and Related Clinical Sciences",0,0,0
"10419",669340,2019,"Women","Black/Af. Amer.","In-State","12/18/2018","Before January",3,"College Night","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10420",669341,2018,"Men","White","In-State","5/2/2018","May",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10421",669405,2018,"Women","White","In-State","4/9/2018","April",2,"SAT-ACT","3rd","Public","Orientation","None","by Apr 30","4/24/2018",1,"Health Professions and Related Clinical Sciences",0,0,0
"10422",669528,2018,"Men","Hispanic","In-State","12/14/2017","Before January",4,"Search","None","Public","Did not Visit","None","by Apr 30","12/5/2017",0,"Health Professions and Related Clinical Sciences",1,0,0
"10423",669545,2019,"Women","White","In-State","10/17/2018","Before January",4,"Internet","2nd","Public","Orientation","None","by Apr 30","10/6/2018",1,"Education",0,0,0
"10424",669636,2017,"Women","White","In-State","12/12/2016","Before January",4,"Application","None","Public","Did not Visit","None","by Apr 30","10/28/2016",0,"Education",0,0,0
"10425",669656,2019,"Men","Hispanic","In-State","4/25/2019","April",4,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"None",1,0,0
"10426",669697,2019,"Women","Black/Af. Amer.","In-State","2/19/2019","February",5,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","3/6/2019",0,"Education",1,0,0
"10427",669731,2018,"Women","Two or More","In-State","4/11/2018","April",4,"High School Visit","None","Public","Other Visit","None","May-Sept","5/1/2018",0,"Biological and Biomedical Sciences",1,0,0
"10428",669738,2019,"Men","Black/Af. Amer.","In-State","1/22/2019","January",4,"Campus Visit","None","Public","Other Visit","None","by Apr 30","11/22/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"10429",669877,2019,"Women","White","Out-of-State","12/6/2018","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"10430",669904,2019,"Men","White","Out-of-State","1/16/2019","January",4,"Application","None","Private","Did not Visit","None","by Apr 30","1/2/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"10431",670004,2019,"Men","White","Out-of-State","12/18/2018","Before January",4,"Campus Visit","1st","Public","Orientation","None","by Apr 30","10/6/2018",1,"Health Professions and Related Clinical Sciences",0,0,0
"10432",670072,2021,"Women","White","In-State","10/7/2020","Before January",1,"Application","None","Public","Did not Visit","None","by Apr 30","10/2/2020",0,"Health Professions and Related Clinical Sciences",0,0,0
"10433",670093,2018,"Women","Black/Af. Amer.","Out-of-State","1/29/2018","January",5,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10434",670135,2018,"Women","Black/Af. Amer.","In-State","11/15/2017","Before January",3,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Communication, Journalism, and Related Programs",1,0,0
"10435",670146,2019,"Women","Two or More","In-State","11/27/2018","Before January",3,"Other","None","Public","Did not Visit","None","by Apr 30","10/4/2018",0,"Security and Protective Services",1,0,0
"10436",670185,2020,"Men","Asian, Pacific Isl*","In-State","3/13/2020","March",2,"Other","Virtual","Public","Orientation","None","by Apr 30","1/21/2020",1,"Engineering",0,0,0
"10437",670212,2021,"Women","White","In-State","2/15/2021","February",3,"Internet","None","Public","Did not Visit","None","by Apr 30","3/14/2021",0,"Unknown/Deciding",0,0,0
"10438",670225,2017,"Men","Black/Af. Amer.","In-State","3/6/2017","March",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",1,0,0
"10439",670232,2021,"Men","Black/Af. Amer.","In-State","6/2/2021","June-Sept",6,"Application","None","Public","Did not Visit","None","by Apr 30","2/23/2021",0,"Public Administration and Social Service Professions",0,0,0
"10440",670232,2020,"Men","Black/Af. Amer.","In-State","2/3/2020","February",6,"Application","None","Public","Did not Visit","None","by Apr 30","1/27/2020",0,"Public Administration and Social Service Professions",0,0,0
"10441",670407,2017,"Men","White","In-State","11/23/2016","Before January",3,"Other","None","Public","Other Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10442",670423,2019,"Women","White","In-State","9/24/2018","Before January",4,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","10/14/2018",0,"Health Professions and Related Clinical Sciences",0,0,0
"10443",670448,2018,"Men","Black/Af. Amer.","Out-of-State","2/19/2018","February",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Parks, Recreation, Leisure, and Fitness Studies",1,0,0
"10444",670464,2020,"Men","Black/Af. Amer.","Out-of-State","11/26/2019","Before January",6,"Application","None","Private","Other Visit","None","by Apr 30","10/5/2019",0,"Computer and Information Sciences and Support Services",0,0,0
"10445",670466,2021,"Women","Black/Af. Amer.","In-State","2/10/2021","February",6,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10446",670528,2021,"Men","White","In-State","10/8/2020","Before January",4,"Search","4th","Public","Orientation","None","by Apr 30","10/2/2020",1,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10447",670564,2021,"Women","Black/Af. Amer.","In-State","2/5/2021","February",5,"Common App Suspect/Prospect","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10448",670580,2019,"Women","Black/Af. Amer.","Out-of-State","12/12/2018","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10449",670590,2019,"Men","White","In-State","4/15/2019","April",5,"Application","None","Public","Did not Visit","None","by Apr 30","10/15/2018",0,"Physical Sciences",0,0,0
"10450",670609,2021,"Women","White","In-State","1/27/2021","January",4,"Application","None","Public","Did not Visit","None","by Apr 30","1/15/2021",0,"Education",0,0,0
"10451",670631,2017,"Women","Black/Af. Amer.","In-State","3/9/2017","March",4,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","10/31/2016",0,"Legal Professions and Studies",1,0,0
"10452",670753,2019,"Men","Asian, Pacific Isl*","In-State","1/31/2019","January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"None",1,0,0
"10453",670772,2018,"Women","White","Out-of-State","12/12/2017","Before January",1,"Application","1st","Public","Orientation","Fall","by Apr 30","11/30/2017",1,"Public Administration and Social Service Professions",0,0,1
"10454",670802,2017,"Women","Asian, Pacific Isl*","Out-of-State","12/8/2016","Before January",2,"Search","None","Public","Did not Visit","None","by Apr 30","10/20/2016",0,"Health Professions and Related Clinical Sciences",1,0,0
"10455",670851,2018,"Women","White","In-State","9/20/2017","Before January",4,"Internet","None","Public","Other Visit","None","by Apr 30","10/10/2017",0,"Education",0,0,0
"10456",670907,2017,"Men","White","Out-of-State","3/10/2017","March",4,"Web Create Account","None","Public","Other Visit","None","by Apr 30","2/27/2017",1,"Unknown/Deciding",0,0,0
"10457",670917,2018,"Men","Hispanic","In-State","1/12/2018","January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Computer and Information Sciences and Support Services",1,0,0
"10458",671013,2020,"Women","White","In-State","11/4/2019","Before January",4,"College Night","None","Public","Other Visit","Early","by Apr 30","11/23/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"10459",671040,2017,"Men","Foreign (Non-Res)","Out-of-State","4/6/2017","April",3,"Application","None","Unknown","Did not Visit","None","None","1/1/2050",0,"Computer and Information Sciences and Support Services",1,0,0
"10460",671058,2018,"Women","Two or More","In-State","12/14/2017","Before January",3,"Application","None","Public","Other Visit","None","by Apr 30","11/17/2017",0,"Health Professions and Related Clinical Sciences",1,0,0
"10461",671103,2019,"Women","Black/Af. Amer.","Out-of-State","9/20/2018","Before January",4,"Application","None","Public","Other Visit","Fall","by Apr 30","11/19/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"10462",671111,2019,"Men","Foreign (Non-Res)","Out-of-State","3/11/2019","March",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Engineering",1,0,0
"10463",671140,2018,"Women","White","In-State","11/8/2017","Before January",2,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10464",671225,2017,"Men","Black/Af. Amer.","Out-of-State","9/7/2016","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10465",671382,2019,"Women","White","In-State","10/24/2018","Before January",2,"Application","None","Private","Did not Visit","None","None","1/1/2050",0,"Visual and Performing Arts",0,0,0
"10466",671477,2018,"Women","White","In-State","1/11/2018","January",1,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"10467",671502,2017,"Women","White","Out-of-State","10/5/2016","Before January",3,"Search","None","Private","Did not Visit","None","None","1/1/2050",0,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"10468",671503,2020,"Men","Unknown","In-State","6/23/2020","June-Sept",5,"Referral","Virtual","Private","Orientation","Fall","None","1/1/2050",1,"Communication, Journalism, and Related Programs",0,0,0
"10469",671554,2019,"Women","Unknown","Out-of-State","4/29/2019","April",5,"Application","None","Private","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10470",671619,2021,"Men","Black/Af. Amer.","In-State","10/30/2020","Before January",2,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10471",671667,2018,"Men","Black/Af. Amer.","Out-of-State","11/30/2017","Before January",3,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10472",671699,2017,"Women","White","In-State","1/4/2017","January",4,"Application","None","Public","Did not Visit","None","by Apr 30","1/8/2017",0,"Health Professions and Related Clinical Sciences",0,0,0
"10473",671740,2017,"Men","Black/Af. Amer.","Out-of-State","1/26/2017","January",4,"Application","None","Public","Did not Visit","None","by Apr 30","10/2/2016",0,"Health Professions and Related Clinical Sciences",1,0,0
"10474",671801,2019,"Men","Black/Af. Amer.","In-State","4/17/2019","April",5,"Application","None","Private","Did not Visit","None","by Apr 30","4/15/2019",0,"Education",1,0,0
"10475",671903,2019,"Women","Hispanic","In-State","2/4/2019","February",3,"Search","None","Public","Did not Visit","None","by Apr 30","11/7/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"10476",671949,2018,"Women","Two or More","In-State","1/18/2018","January",5,"Web Create Account","3rd","Public","Orientation","Spring","by Apr 30","2/27/2018",1,"Unknown/Deciding",1,0,0
"10477",671953,2019,"Men","Black/Af. Amer.","In-State","4/26/2019","April",5,"Application","None","Public","Did not Visit","None","by Apr 30","1/10/2019",0,"Health Professions and Related Clinical Sciences",1,0,0
"10478",672031,2020,"Men","Black/Af. Amer.","Out-of-State","2/4/2020","February",4,"Application","None","Public","Did not Visit","None","by Apr 30","11/8/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"10479",672137,2017,"Women","White","In-State","12/19/2016","Before January",3,"Application","2nd","Public","Orientation","Spring","by Apr 30","12/13/2016",1,"Unknown/Deciding",0,0,0
"10480",672211,2017,"Women","Foreign (Non-Res)","Out-of-State","4/6/2017","April",3,"Application","None","Private","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",1,0,0
"10481",672232,2017,"Women","White","In-State","11/14/2016","Before January",4,"Web Create Account","3rd","Public","Orientation","None","by Apr 30","11/30/2016",1,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"10482",672267,2021,"Women","Asian, Pacific Isl*","Out-of-State","1/25/2021","January",2,"Common App Suspect/Prospect","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10483",672305,2019,"Women","White","In-State","1/21/2019","January",2,"Application","None","Public","Did not Visit","None","by Apr 30","10/17/2018",0,"Health Professions and Related Clinical Sciences",0,0,0
"10484",672364,2017,"Men","Black/Af. Amer.","In-State","1/19/2017","January",4,"College Night","None","Public","Did not Visit","None","by Apr 30","10/17/2016",0,"Education",1,0,0
"10485",672426,2018,"Women","Two or More","In-State","4/4/2018","April",3,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10486",672565,2017,"Women","Black/Af. Amer.","Out-of-State","3/15/2017","March",5,"Application","None","Public","Did not Visit","None","by Apr 30","2/27/2017",0,"Health Professions and Related Clinical Sciences",1,0,0
"10487",672657,2019,"Men","White","In-State","2/22/2019","February",5,"Web Create Account","2nd","Public","Orientation","Spring","by Apr 30","2/24/2019",1,"Natural Resources and Conservation",0,0,0
"10488",672757,2017,"Men","White","In-State","12/6/2016","Before January",3,"Application","None","Private","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10489",672790,2019,"Women","Asian, Pacific Isl*","In-State","12/19/2018","Before January",3,"Campus Visit","None","Public","Other Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10490",672890,2019,"Women","Black/Af. Amer.","In-State","3/28/2019","March",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10491",672912,2019,"Women","White","In-State","12/13/2018","Before January",1,"Application","None","Public","Did not Visit","None","by Apr 30","12/12/2018",0,"Education",0,0,0
"10492",673150,2017,"Men","Asian, Pacific Isl*","Out-of-State","12/6/2016","Before January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10493",673187,2020,"Women","Black/Af. Amer.","Out-of-State","2/4/2020","February",2,"Other","None","Private","Did not Visit","None","None","1/1/2050",0,"Engineering",0,0,0
"10494",673213,2019,"Men","White","Out-of-State","3/6/2019","March",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10495",673224,2021,"Men","White","In-State","3/31/2021","March",1,"Application","None","Public","Did not Visit","None","by Apr 30","12/9/2020",0,"Unknown/Deciding",0,0,0
"10496",673303,2018,"Women","Black/Af. Amer.","Out-of-State","2/19/2018","February",3,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",1,0,0
"10497",673322,2020,"Women","White","Out-of-State","4/23/2020","April",4,"Internet","None","Public","Other Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10498",673328,2019,"Women","White","In-State","9/25/2018","Before January",2,"College Night","None","Public","Did not Visit","None","by Apr 30","10/2/2018",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10499",673340,2018,"Men","Black/Af. Amer.","In-State","1/12/2018","January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10500",673416,2019,"Women","Hispanic","In-State","12/19/2018","Before January",2,"Search","None","Public","Did not Visit","None","by Apr 30","12/26/2018",0,"Biological and Biomedical Sciences",1,0,0
"10501",673455,2019,"Women","White","Out-of-State","11/20/2018","Before January",1,"College Night","None","Public","Other Visit","None","by Apr 30","10/14/2018",0,"None",0,0,0
"10502",673487,2017,"Women","Hispanic","In-State","1/27/2017","January",5,"Web Create Account","3rd","Public","Orientation","None","by Apr 30","12/13/2016",1,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10503",673567,2021,"Men","White","In-State","11/20/2020","Before January",1,"College Night","None","Public","Did not Visit","None","by Apr 30","12/11/2020",0,"Unknown/Deciding",0,0,1
"10504",673577,2018,"Men","Black/Af. Amer.","Out-of-State","3/28/2018","March",4,"Application","3rd","Public","Orientation","None","by Apr 30","3/27/2018",1,"Communication, Journalism, and Related Programs",1,0,0
"10505",673690,2018,"Women","White","In-State","11/27/2017","Before January",1,"Search","None","Public","Did not Visit","None","by Apr 30","1/17/2018",0,"Security and Protective Services",0,0,0
"10506",673718,2017,"Women","Black/Af. Amer.","In-State","4/10/2017","April",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10507",673847,2017,"Women","White","In-State","1/23/2017","January",2,"Application","None","Public","Did not Visit","None","by Apr 30","1/10/2017",0,"Unknown/Deciding",0,0,0
"10508",673857,2021,"Men","White","Out-of-State","11/19/2020","Before January",1,"Search","None","Public","Other Visit","None","by Apr 30","10/8/2020",0,"Health Professions and Related Clinical Sciences",0,0,0
"10509",673873,2018,"Women","White","In-State","12/21/2017","Before January",3,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"10510",673930,2021,"Women","White","Out-of-State","5/6/2021","May",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10511",673952,2019,"Women","Black/Af. Amer.","Out-of-State","4/17/2019","April",5,"Search","None","Public","Did not Visit","None","by Apr 30","10/2/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"10512",673993,2019,"Men","Black/Af. Amer.","In-State","2/18/2019","February",5,"Campus Visit","None","Public","Other Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10513",674007,2021,"Women","Two or More","Out-of-State","11/9/2020","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10514",674025,2020,"Women","Asian, Pacific Isl*","In-State","11/15/2019","Before January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10515",674066,2020,"Women","White","In-State","11/11/2019","Before January",3,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10516",674117,2017,"Men","White","Out-of-State","10/10/2016","Before January",4,"Application","None","Public","Did not Visit","None","by Apr 30","10/10/2016",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10517",674191,2019,"Men","White","In-State","11/26/2018","Before January",5,"Internet","None","Public","Other Visit","None","by Apr 30","10/29/2018",0,"Agriculture, Agriculture Operations, and Related Sciences",0,0,0
"10518",674311,2017,"Women","Hispanic","In-State","12/21/2016","Before January",3,"Application","None","Public","Other Visit","Spring","by Apr 30","10/3/2016",0,"Legal Professions and Studies",1,0,0
"10519",674417,2018,"Men","Black/Af. Amer.","In-State","10/24/2017","Before January",3,"Application","None","Public","Did not Visit","None","by Apr 30","10/10/2017",0,"Unknown/Deciding",1,0,0
"10520",674492,2017,"Women","White","In-State","11/8/2016","Before January",5,"Application","None","Public","Did not Visit","None","by Apr 30","1/25/2017",0,"Agriculture, Agriculture Operations, and Related Sciences",0,0,0
"10521",674598,2017,"Women","Black/Af. Amer.","Out-of-State","12/19/2016","Before January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Communication, Journalism, and Related Programs",1,0,0
"10522",674617,2018,"Men","White","In-State","1/25/2018","January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"10523",674626,2019,"Women","White","Out-of-State","11/29/2018","Before January",1,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","11/14/2018",0,"Visual and Performing Arts",0,0,0
"10524",674656,2017,"Women","Unknown","Out-of-State","4/20/2017","April",5,"Application","None","Public","Did not Visit","None","May-Sept","5/27/2017",0,"Education",0,0,0
"10525",674721,2019,"Men","Black/Af. Amer.","In-State","10/19/2018","Before January",4,"Application","None","Public","Did not Visit","None","by Apr 30","10/17/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"10526",674825,2020,"Men","Black/Af. Amer.","Out-of-State","4/27/2020","April",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Engineering",0,0,0
"10527",674846,2017,"Women","White","Out-of-State","9/12/2016","Before January",2,"Referral","3rd","Public","Orientation","Fall","by Apr 30","3/2/2017",1,"Natural Resources and Conservation",0,0,0
"10528",674886,2018,"Women","White","Out-of-State","1/9/2018","January",5,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10529",674902,2018,"Men","Black/Af. Amer.","In-State","12/6/2017","Before January",4,"High School Visit","None","Public","Did not Visit","None","by Apr 30","2/22/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"10530",675043,2019,"Women","Hispanic","In-State","12/19/2018","Before January",3,"Application","1st","Public","Orientation","None","by Apr 30","11/16/2018",1,"Unknown/Deciding",1,0,0
"10531",675053,2021,"Men","White","In-State","1/5/2021","January",6,"Search","None","Private","Other Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10532",675200,2019,"Women","Two or More","In-State","11/26/2018","Before January",3,"SAT-ACT","None","Public","Other Visit","Spring","by Apr 30","11/13/2018",0,"Legal Professions and Studies",1,0,0
"10533",675209,2019,"Women","White","Out-of-State","12/11/2018","Before January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"None",0,0,0
"10534",675255,2018,"Women","Two or More","In-State","3/20/2018","March",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10535",675275,2020,"Women","Black/Af. Amer.","In-State","10/17/2019","Before January",2,"Campus Visit","None","Public","Other Visit","None","by Apr 30","11/17/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"10536",675422,2018,"Men","White","In-State","12/21/2017","Before January",1,"Application","None","Public","Other Visit","None","by Apr 30","12/20/2017",0,"History",0,0,0
"10537",675467,2017,"Women","White","In-State","3/3/2017","March",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10538",675573,2018,"Men","Asian, Pacific Isl*","Out-of-State","1/23/2018","January",2,"Search","None","Public","Did not Visit","None","by Apr 30","1/26/2018",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10539",675670,2018,"Women","Black/Af. Amer.","In-State","10/31/2017","Before January",5,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","10/12/2017",0,"Engineering",1,0,0
"10540",675725,2018,"Women","Hispanic","Out-of-State","10/27/2017","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Communication, Journalism, and Related Programs",1,0,0
"10541",675765,2018,"Women","Black/Af. Amer.","Out-of-State","3/12/2018","March",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Public Administration and Social Service Professions",1,0,0
"10542",675778,2019,"Men","Black/Af. Amer.","In-State","12/19/2018","Before January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10543",675800,2019,"Women","Black/Af. Amer.","Out-of-State","1/31/2019","January",5,"Search","None","Public","Did not Visit","None","by Apr 30","11/29/2018",0,"Security and Protective Services",1,0,0
"10544",675821,2017,"Women","White","In-State","12/6/2016","Before January",4,"Application","None","Public","Did not Visit","None","by Apr 30","11/27/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"10545",676064,2018,"Women","Black/Af. Amer.","Out-of-State","1/23/2018","January",2,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","4/25/2018",0,"Research",1,0,0
"10546",676173,2020,"Women","White","In-State","10/23/2019","Before January",4,"Application","None","Public","Did not Visit","None","by Apr 30","10/1/2019",0,"Public Administration and Social Service Professions",0,0,0
"10547",676224,2018,"Men","Hispanic","In-State","2/20/2018","February",5,"Web Create Account","2nd","Public","Orientation","None","by Apr 30","11/28/2017",1,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10548",676284,2019,"Women","Hispanic","In-State","5/13/2019","May",5,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","11/6/2018",0,"None",1,0,0
"10549",676292,2019,"Women","Two or More","In-State","10/9/2018","Before January",1,"Internet","None","Public","Did not Visit","None","None","1/1/2050",0,"None",1,0,0
"10550",676367,2019,"Men","Black/Af. Amer.","In-State","2/13/2019","February",3,"Application","1st","Public","Orientation","None","by Apr 30","10/9/2018",1,"None",1,0,0
"10551",676416,2020,"Women","White","Out-of-State","4/23/2020","April",5,"Application","Virtual","Public","Orientation","None","by Apr 30","12/18/2019",1,"Social Sciences",0,0,0
"10552",676455,2019,"Women","Black/Af. Amer.","In-State","3/6/2019","March",2,"Search","None","Public","Did not Visit","None","by Apr 30","10/2/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"10553",676466,2021,"Women","Black/Af. Amer.","In-State","11/4/2020","Before January",4,"Other","None","Public","Did not Visit","None","by Apr 30","11/7/2020",0,"Unknown/Deciding",0,0,0
"10554",676525,2018,"Women","White","Out-of-State","10/10/2017","Before January",1,"Private Institutions","3rd","Public","Orientation","None","by Apr 30","10/10/2017",1,"Legal Professions and Studies",0,0,0
"10555",676583,2018,"Women","White","In-State","11/10/2017","Before January",3,"Search","None","Public","Did not Visit","None","by Apr 30","10/26/2017",0,"Health Professions and Related Clinical Sciences",0,0,0
"10556",676605,2019,"Men","White","In-State","9/4/2018","Before January",2,"SAT-ACT","None","Public","Did not Visit","None","None","1/1/2050",0,"Philosophy-Religious Studies, Theology-Religious Vocations",0,0,0
"10557",676664,2018,"Men","White","In-State","2/22/2018","February",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10558",676673,2021,"Men","Foreign (Non-Res)","Out-of-State","1/5/2021","January",5,"Application","None","Private","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10559",676691,2019,"Women","White","Out-of-State","2/14/2019","February",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10560",676704,2018,"Women","White","In-State","1/15/2018","January",2,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"10561",676758,2021,"Men","Foreign (Non-Res)","Out-of-State","4/21/2021","April",1,"Common App Suspect/Prospect","None","Unknown","Did not Visit","None","None","1/1/2050",0,"Computer and Information Sciences and Support Services",0,0,0
"10562",676784,2018,"Women","Two or More","In-State","12/8/2017","Before January",2,"Application","None","Public","Did not Visit","None","by Apr 30","11/29/2017",0,"Health Professions and Related Clinical Sciences",1,0,0
"10563",676790,2017,"Men","White","In-State","1/30/2017","January",2,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
